symbol,date,source_rows,rth_bars,duplicates,missing_minutes,missing_list,malformed,ohlc_violations,zero_volume_rth,out_of_session,rows_1600,first,last,status
"PGR","2026-09-04",391,390,0,0,"",0,0,8,0,1,"09:30","16:00","COMPLETE"
"PLD","2026-09-01",390,390,0,0,"",0,0,3,0,0,"09:30","15:59","COMPLETE"
"PLD","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"PLD","2026-09-03",391,390,0,0,"",0,0,11,0,1,"09:30","16:00","COMPLETE"
"PLD","2026-09-04",391,390,0,0,"",0,0,11,0,1,"09:30","16:00","COMPLETE"
"PM","2026-09-01",390,390,0,0,"",0,0,3,0,0,"09:30","15:59","COMPLETE"
"PM","2026-09-02",390,390,0,0,"",0,0,3,0,0,"09:30","15:59","COMPLETE"
"PM","2026-09-03",391,390,0,0,"",0,0,9,0,1,"09:30","16:00","COMPLETE"
"PM","2026-09-04",392,390,1,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"RBLX","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"RBLX","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
